date,campaign_id,advertiser_id,placement_id,platform,impressions,clicks,conversions,spend_inr
2024-11-25,KFC_20241101_20250228_001,ADV01,PL04,Eats,4065,323,79,365.88
2024-11-26,KFC_20241101_20250228_001,ADV01,PL01,Eats,6993,349,36,384.67
2024-11-26,KFC_20241101_20250228_001,ADV01,PL02,Eats,6652,441,99,465.67
2024-11-26,KFC_20241101_20250228_001,ADV01,PL04,Eats,4633,401,111,417.0
2024-11-27,KFC_20241101_20250228_001,ADV01,PL01,Eats,6883,314,31,378.57
2024-11-27,KFC_20241101_20250228_001,ADV01,PL02,Eats,5102,340,55,357.21
2024-11-27,KFC_20241101_20250228_001,ADV01,PL04,Eats,5241,520,175,471.72
2024-11-28,KFC_20241101_20250228_001,ADV01,PL01,Eats,7280,246,33,400.44
2024-11-28,KFC_20241101_20250228_001,ADV01,PL02,Eats,5824,435,105,407.69
2024-11-28,KFC_20241101_20250228_001,ADV01,PL04,Eats,5119,394,103,460.79
2024-11-29,KFC_20241101_20250228_001,ADV01,PL01,Eats,8373,325,30,460.56
2024-11-29,KFC_20241101_20250228_001,ADV01,PL02,Eats,6053,447,96,423.77
2024-11-29,KFC_20241101_20250228_001,ADV01,PL04,Eats,4726,333,98,425.42
2024-11-30,KFC_20241101_20250228_001,ADV01,PL01,Eats,11296,527,59,477.92
2024-11-30,KFC_20241101_20250228_001,ADV01,PL02,Eats,8614,773,166,463.84
2024-11-30,KFC_20241101_20250228_001,ADV01,PL04,Eats,6384,657,164,441.98
2024-12-01,KFC_20241101_20250228_001,ADV01,PL01,Eats,14529,891,118,455.34
2024-12-01,KFC_20241101_20250228_001,ADV01,PL02,Eats,11741,965,189,468.32
2024-12-01,KFC_20241101_20250228_001,ADV01,PL04,Eats,8852,1024,315,453.95
2024-12-02,KFC_20241101_20250228_001,ADV01,PL01,Eats,11134,540,55,453.64
2024-12-02,KFC_20241101_20250228_001,ADV01,PL02,Eats,7735,408,83,401.11
2024-12-02,KFC_20241101_20250228_001,ADV01,PL04,Eats,5379,445,127,358.66
2024-12-03,KFC_20241101_20250228_001,ADV01,PL01,Eats,9572,416,35,389.98
2024-12-03,KFC_20241101_20250228_001,ADV01,PL02,Eats,6920,492,89,358.84
2024-12-03,KFC_20241101_20250228_001,ADV01,PL04,Eats,5550,470,149,370.05
2024-12-04,KFC_20241101_20250228_001,ADV01,PL01,Eats,9355,412,36,381.14
2024-12-04,KFC_20241101_20250228_001,ADV01,PL02,Eats,6954,443,88,360.63
2024-12-04,KFC_20241101_20250228_001,ADV01,PL04,Eats,6507,596,206,433.85
2024-12-05,KFC_20241101_20250228_001,ADV01,PL01,Eats,10277,401,51,418.7
2024-12-05,KFC_20241101_20250228_001,ADV01,PL02,Eats,7483,459,71,388.02
2024-12-05,KFC_20241101_20250228_001,ADV01,PL04,Eats,5360,533,174,357.34
2024-12-06,KFC_20241101_20250228_001,ADV01,PL01,Eats,10828,438,41,441.16
2024-12-06,KFC_20241101_20250228_001,ADV01,PL02,Eats,7207,408,81,373.72
2024-12-06,KFC_20241101_20250228_001,ADV01,PL04,Eats,6652,594,148,443.49
2024-12-07,KFC_20241101_20250228_001,ADV01,PL01,Eats,15109,903,103,473.52
2024-12-07,KFC_20241101_20250228_001,ADV01,PL02,Eats,10796,855,146,430.63
2024-12-07,KFC_20241101_20250228_001,ADV01,PL04,Eats,7773,936,198,398.66
2024-12-08,KFC_20241101_20250228_001,ADV01,PL01,Eats,11764,525,45,368.68
2024-12-08,KFC_20241101_20250228_001,ADV01,PL02,Eats,11560,1023,197,461.1
2024-12-08,KFC_20241101_20250228_001,ADV01,PL04,Eats,7144,777,214,366.4
2024-12-09,KFC_20241101_20250228_001,ADV01,PL01,Eats,9224,377,40,375.82
2024-12-09,KFC_20241101_20250228_001,ADV01,PL02,Eats,8314,552,83,431.15
2024-12-09,KFC_20241101_20250228_001,ADV01,PL04,Eats,6014,530,148,400.99
2024-12-10,KFC_20241101_20250228_001,ADV01,PL01,Eats,11321,505,47,461.23
2024-12-10,KFC_20241101_20250228_001,ADV01,PL02,Eats,7000,466,69,362.99
2024-12-10,KFC_20241101_20250228_001,ADV01,PL04,Eats,6410,633,183,427.39
2024-12-11,KFC_20241101_20250228_001,ADV01,PL01,Eats,9884,438,48,402.69
2024-12-11,KFC_20241101_20250228_001,ADV01,PL02,Eats,8145,603,111,422.37
2024-12-11,KFC_20241101_20250228_001,ADV01,PL04,Eats,7114,694,164,474.32
2024-12-12,KFC_20241101_20250228_001,ADV01,PL01,Eats,8905,314,26,362.84
2024-12-12,KFC_20241101_20250228_001,ADV01,PL02,Eats,7058,477,73,365.97
2024-12-12,KFC_20241101_20250228_001,ADV01,PL04,Eats,5910,564,120,394.04
2024-12-13,KFC_20241101_20250228_001,ADV01,PL01,Eats,11192,429,38,455.98
2024-12-13,KFC_20241101_20250228_001,ADV01,PL02,Eats,8509,563,131,441.26
2024-12-13,KFC_20241101_20250228_001,ADV01,PL04,Eats,6690,630,157,446.05
2024-12-14,KFC_20241101_20250228_001,ADV01,PL01,Eats,12008,721,93,376.35
2024-12-14,KFC_20241101_20250228_001,ADV01,PL02,Eats,11983,947,173,477.98
2024-12-14,KFC_20241101_20250228_001,ADV01,PL04,Eats,8798,899,305,451.22
2024-12-15,KFC_20241101_20250228_001,ADV01,PL01,Eats,14725,781,98,461.47
2024-12-15,KFC_20241101_20250228_001,ADV01,PL02,Eats,11244,774,182,448.48
2024-12-15,KFC_20241101_20250228_001,ADV01,PL04,Eats,8137,1004,255,417.32
2024-12-16,KFC_20241101_20250228_001,ADV01,PL01,Eats,11440,459,38,466.11
2024-12-16,KFC_20241101_20250228_001,ADV01,PL02,Eats,9012,474,84,467.34
2024-12-16,KFC_20241101_20250228_001,ADV01,PL04,Eats,7093,703,204,472.92
2024-12-17,KFC_20241101_20250228_001,ADV01,PL01,Eats,10631,437,43,433.15
2024-12-17,KFC_20241101_20250228_001,ADV01,PL02,Eats,7622,513,113,395.25
2024-12-17,KFC_20241101_20250228_001,ADV01,PL04,Eats,6796,636,141,453.11
2024-12-18,KFC_20241101_20250228_001,ADV01,PL01,Eats,10210,352,40,415.97
2024-12-18,KFC_20241101_20250228_001,ADV01,PL02,Eats,7894,574,104,409.36
2024-12-18,KFC_20241101_20250228_001,ADV01,PL04,Eats,5532,398,126,368.8
2024-12-19,KFC_20241101_20250228_001,ADV01,PL01,Eats,10589,373,33,431.44
2024-12-19,KFC_20241101_20250228_001,ADV01,PL02,Eats,8520,445,101,441.79
2024-12-19,KFC_20241101_20250228_001,ADV01,PL04,Eats,6636,464,102,442.45
2024-12-20,KFC_20241101_20250228_001,ADV01,PL01,Eats,11720,467,48,477.5
2024-12-20,KFC_20241101_20250228_001,ADV01,PL02,Eats,8789,652,158,455.77
2024-12-20,KFC_20241101_20250228_001,ADV01,PL04,Eats,6725,536,118,448.34
2024-12-21,KFC_20241101_20250228_001,ADV01,PL01,Eats,14400,804,86,451.31
2024-12-21,KFC_20241101_20250228_001,ADV01,PL02,Eats,11719,810,158,467.46
2024-12-21,KFC_20241101_20250228_001,ADV01,PL04,Eats,6933,747,162,355.59
2024-12-22,KFC_20241101_20250228_001,ADV01,PL01,Eats,11775,544,65,369.02
2024-12-22,KFC_20241101_20250228_001,ADV01,PL02,Eats,11217,949,228,447.42
2024-12-22,KFC_20241101_20250228_001,ADV01,PL04,Eats,7819,780,258,401.03
2024-12-23,KFC_20241101_20250228_001,ADV01,PL01,Eats,9379,466,39,382.12
2024-12-23,KFC_20241101_20250228_001,ADV01,PL02,Eats,9168,472,110,475.4
2024-12-23,KFC_20241101_20250228_001,ADV01,PL04,Eats,6301,633,139,420.13
2024-12-24,KFC_20241101_20250228_001,ADV01,PL01,Eats,10392,518,58,423.4
2024-12-24,KFC_20241101_20250228_001,ADV01,PL02,Eats,8347,567,108,432.84
2024-12-24,KFC_20241101_20250228_001,ADV01,PL04,Eats,6489,563,189,432.61
2024-12-25,KFC_20241101_20250228_001,ADV01,PL01,Eats,8832,338,46,359.85
2024-12-25,KFC_20241101_20250228_001,ADV01,PL02,Eats,8976,555,115,465.45
2024-12-25,KFC_20241101_20250228_001,ADV01,PL04,Eats,5832,428,117,388.84
2024-12-26,KFC_20241101_20250228_001,ADV01,PL01,Eats,9777,424,37,398.34
2024-12-26,KFC_20241101_20250228_001,ADV01,PL02,Eats,9179,690,148,475.97
2024-12-26,KFC_20241101_20250228_001,ADV01,PL04,Eats,6317,490,158,421.18
2024-12-27,KFC_20241101_20250228_001,ADV01,PL01,Eats,10794,392,52,439.76
2024-12-27,KFC_20241101_20250228_001,ADV01,PL02,Eats,8813,655,142,456.98
2024-12-27,KFC_20241101_20250228_001,ADV01,PL04,Eats,6462,525,178,430.84
2024-12-28,KFC_20241101_20250228_001,ADV01,PL01,Eats,14755,659,56,462.42
2024-12-28,KFC_20241101_20250228_001,ADV01,PL02,Eats,10059,926,225,401.22
2024-12-28,KFC_20241101_20250228_001,ADV01,PL04,Eats,7272,824,216,372.97
2024-12-29,KFC_20241101_20250228_001,ADV01,PL01,Eats,15169,941,123,475.41
2024-12-29,KFC_20241101_20250228_001,ADV01,PL02,Eats,10348,818,142,412.75
2024-12-29,KFC_20241101_20250228_001,ADV01,PL04,Eats,7043,881,285,361.21
2024-12-30,KFC_20241101_20250228_001,ADV01,PL01,Eats,11760,592,68,479.13
2024-12-30,KFC_20241101_20250228_001,ADV01,PL02,Eats,8684,644,148,450.29
2024-12-30,KFC_20241101_20250228_001,ADV01,PL04,Eats,5776,475,108,385.09
2024-12-31,KFC_20241101_20250228_001,ADV01,PL01,Eats,11620,508,49,473.42
2024-12-31,KFC_20241101_20250228_001,ADV01,PL02,Eats,8449,557,101,438.13
2024-12-31,KFC_20241101_20250228_001,ADV01,PL04,Eats,5525,495,140,368.36
2025-01-01,KFC_20241101_20250228_001,ADV01,PL01,Eats,7784,329,43,450.71
2025-01-01,KFC_20241101_20250228_001,ADV01,PL02,Eats,5742,370,86,423.16
2025-01-01,KFC_20241101_20250228_001,ADV01,PL04,Eats,4270,306,65,404.6
2025-01-02,KFC_20241101_20250228_001,ADV01,PL01,Eats,7747,341,42,448.56
2025-01-02,KFC_20241101_20250228_001,ADV01,PL02,Eats,5167,278,41,380.79
2025-01-02,KFC_20241101_20250228_001,ADV01,PL04,Eats,4201,365,96,397.99
2025-01-03,KFC_20241101_20250228_001,ADV01,PL01,Eats,7061,344,35,408.85
2025-01-03,KFC_20241101_20250228_001,ADV01,PL02,Eats,5678,398,73,418.42
2025-01-03,KFC_20241101_20250228_001,ADV01,PL04,Eats,4559,438,150,431.93
2025-01-04,KFC_20241101_20250228_001,ADV01,PL01,Eats,8365,534,59,372.55
2025-01-04,KFC_20241101_20250228_001,ADV01,PL02,Eats,6818,549,133,386.45
2025-01-04,KFC_20241101_20250228_001,ADV01,PL04,Eats,5704,580,173,415.74
2025-01-05,KFC_20241101_20250228_001,ADV01,PL01,Eats,8626,391,35,384.18
2025-01-05,KFC_20241101_20250228_001,ADV01,PL02,Eats,6530,460,73,370.17
2025-01-05,KFC_20241101_20250228_001,ADV01,PL04,Eats,5959,567,146,434.28
2025-01-06,KFC_20241101_20250228_001,ADV01,PL01,Eats,8053,334,40,466.27
2025-01-06,KFC_20241101_20250228_001,ADV01,PL02,Eats,5098,281,42,375.71
2025-01-06,KFC_20241101_20250228_001,ADV01,PL04,Eats,3961,303,71,375.28
2025-01-07,KFC_20241101_20250228_001,ADV01,PL01,Eats,6308,224,24,365.25
2025-01-07,KFC_20241101_20250228_001,ADV01,PL02,Eats,5156,307,60,379.96
2025-01-07,KFC_20241101_20250228_001,ADV01,PL04,Eats,4649,318,102,440.47
2025-01-08,KFC_20241101_20250228_001,ADV01,PL01,Eats,7473,261,34,432.65
2025-01-08,KFC_20241101_20250228_001,ADV01,PL02,Eats,6368,330,57,469.28
2025-01-08,KFC_20241101_20250228_001,ADV01,PL04,Eats,4802,443,104,454.94
2025-01-09,KFC_20241101_20250228_001,ADV01,PL01,Eats,6569,261,29,380.34
2025-01-09,KFC_20241101_20250228_001,ADV01,PL02,Eats,5855,349,67,431.45
2025-01-09,KFC_20241101_20250228_001,ADV01,PL04,Eats,4724,323,79,447.6
2025-01-10,KFC_20241101_20250228_001,ADV01,PL01,Eats,7657,372,41,443.34
2025-01-10,KFC_20241101_20250228_001,ADV01,PL02,Eats,5709,303,57,420.68
2025-01-10,KFC_20241101_20250228_001,ADV01,PL04,Eats,4441,334,82,420.74
2025-01-11,KFC_20241101_20250228_001,ADV01,PL01,Eats,9011,397,40,401.33
2025-01-11,KFC_20241101_20250228_001,ADV01,PL02,Eats,6714,511,81,380.6
2025-01-11,KFC_20241101_20250228_001,ADV01,PL04,Eats,6387,723,220,465.48
2025-01-12,KFC_20241101_20250228_001,ADV01,PL01,Eats,10167,554,49,452.81
2025-01-12,KFC_20241101_20250228_001,ADV01,PL02,Eats,7433,629,138,421.3
2025-01-12,KFC_20241101_20250228_001,ADV01,PL04,Eats,5600,520,129,408.12
2025-01-13,KFC_20241101_20250228_001,ADV01,PL01,Eats,6901,306,35,399.55
2025-01-13,KFC_20241101_20250228_001,ADV01,PL02,Eats,5410,407,83,398.68
2025-01-13,KFC_20241101_20250228_001,ADV01,PL04,Eats,4051,286,66,383.82
2025-01-14,KFC_20241101_20250228_001,ADV01,PL01,Eats,6648,241,22,384.91
2025-01-14,KFC_20241101_20250228_001,ADV01,PL02,Eats,5290,289,67,389.8
2025-01-14,KFC_20241101_20250228_001,ADV01,PL04,Eats,3844,326,87,364.2
2025-01-15,KFC_20241101_20250228_001,ADV01,PL01,Eats,8238,292,31,476.96
2025-01-15,KFC_20241101_20250228_001,ADV01,PL02,Eats,6451,465,105,475.35
2025-01-15,KFC_20241101_20250228_001,ADV01,PL04,Eats,4078,297,90,386.4
2025-01-16,KFC_20241101_20250228_001,ADV01,PL01,Eats,8124,348,40,470.34
2025-01-16,KFC_20241101_20250228_001,ADV01,PL02,Eats,5281,368,60,389.16
2025-01-16,KFC_20241101_20250228_001,ADV01,PL04,Eats,4165,339,95,394.63
2025-01-17,KFC_20241101_20250228_001,ADV01,PL01,Eats,6640,235,27,384.47
2025-01-17,KFC_20241101_20250228_001,ADV01,PL02,Eats,5296,344,55,390.25
2025-01-17,KFC_20241101_20250228_001,ADV01,PL04,Eats,4373,372,80,414.31
2025-01-18,KFC_20241101_20250228_001,ADV01,PL01,Eats,8897,414,36,396.24
2025-01-18,KFC_20241101_20250228_001,ADV01,PL02,Eats,8431,641,145,477.91
2025-01-18,KFC_20241101_20250228_001,ADV01,PL04,Eats,5296,620,196,386.0
2025-01-19,KFC_20241101_20250228_001,ADV01,PL01,Eats,9624,519,55,428.62
2025-01-19,KFC_20241101_20250228_001,ADV01,PL02,Eats,7017,673,153,397.78
2025-01-19,KFC_20241101_20250228_001,ADV01,PL04,Eats,6515,604,188,474.8
2025-01-20,KFC_20241101_20250228_001,ADV01,PL01,Eats,8143,298,26,471.46
2025-01-20,KFC_20241101_20250228_001,ADV01,PL02,Eats,6063,393,90,446.81
2025-01-20,KFC_20241101_20250228_001,ADV01,PL04,Eats,3922,368,87,371.64
2025-01-21,KFC_20241101_20250228_001,ADV01,PL01,Eats,6470,235,30,374.62
2025-01-21,KFC_20241101_20250228_001,ADV01,PL02,Eats,5935,377,68,437.32
2025-01-21,KFC_20241101_20250228_001,ADV01,PL04,Eats,4895,393,127,463.82
2025-01-22,KFC_20241101_20250228_001,ADV01,PL01,Eats,7065,282,30,409.06
2025-01-22,KFC_20241101_20250228_001,ADV01,PL02,Eats,5317,368,72,391.84
2025-01-22,KFC_20241101_20250228_001,ADV01,PL04,Eats,4044,393,103,383.19
2025-01-23,KFC_20241101_20250228_001,ADV01,PL01,Eats,7291,356,42,422.11
2025-01-23,KFC_20241101_20250228_001,ADV01,PL02,Eats,5004,370,77,368.78
2025-01-23,KFC_20241101_20250228_001,ADV01,PL04,Eats,4180,300,96,396.03
2025-01-24,KFC_20241101_20250228_001,ADV01,PL01,Eats,7456,317,42,431.68
2025-01-24,KFC_20241101_20250228_001,ADV01,PL02,Eats,6144,333,59,452.74
2025-01-24,KFC_20241101_20250228_001,ADV01,PL04,Eats,4066,374,80,385.23
2025-01-25,KFC_20241101_20250228_001,ADV01,PL01,Eats,9552,576,76,425.4
2025-01-25,KFC_20241101_20250228_001,ADV01,PL02,Eats,7002,647,102,396.93
2025-01-25,KFC_20241101_20250228_001,ADV01,PL04,Eats,6311,586,155,459.97
2025-01-26,KFC_20241101_20250228_001,ADV01,PL01,Eats,10190,478,46,453.83
2025-01-26,KFC_20241101_20250228_001,ADV01,PL02,Eats,7841,698,146,444.45
2025-01-26,KFC_20241101_20250228_001,ADV01,PL04,Eats,6050,671,164,440.91
2025-01-27,KFC_20241101_20250228_001,ADV01,PL01,Eats,6863,251,33,397.38
2025-01-27,KFC_20241101_20250228_001,ADV01,PL02,Eats,5796,350,67,427.09
2025-01-27,KFC_20241101_20250228_001,ADV01,PL04,Eats,4988,360,105,472.58
2025-01-28,KFC_20241101_20250228_001,ADV01,PL01,Eats,7209,316,26,417.4
2025-01-28,KFC_20241101_20250228_001,ADV01,PL02,Eats,6286,464,93,463.18
2025-01-28,KFC_20241101_20250228_001,ADV01,PL04,Eats,4657,457,141,441.25
2025-01-29,KFC_20241101_20250228_001,ADV01,PL01,Eats,6446,278,32,373.23
2025-01-29,KFC_20241101_20250228_001,ADV01,PL02,Eats,5526,381,90,407.18
2025-01-29,KFC_20241101_20250228_001,ADV01,PL04,Eats,4959,408,92,469.86
2025-01-30,KFC_20241101_20250228_001,ADV01,PL01,Eats,8243,393,35,477.27
2025-01-30,KFC_20241101_20250228_001,ADV01,PL02,Eats,6368,460,91,469.27
2025-01-30,KFC_20241101_20250228_001,ADV01,PL04,Eats,4518,364,79,428.08
2025-01-31,KFC_20241101_20250228_001,ADV01,PL01,Eats,6841,322,27,396.07
2025-01-31,KFC_20241101_20250228_001,ADV01,PL02,Eats,5372,324,64,395.85
2025-01-31,KFC_20241101_20250228_001,ADV01,PL04,Eats,4952,390,100,469.15
2025-02-01,KFC_20241101_20250228_001,ADV01,PL01,Eats,11077,593,57,446.35
2025-02-01,KFC_20241101_20250228_001,ADV01,PL02,Eats,8009,561,92,410.72
2025-02-01,KFC_20241101_20250228_001,ADV01,PL04,Eats,6316,667,225,416.46
2025-02-02,KFC_20241101_20250228_001,ADV01,PL01,Eats,9914,558,66,399.47
2025-02-02,KFC_20241101_20250228_001,ADV01,PL02,Eats,6938,605,99,355.8
2025-02-02,KFC_20241101_20250228_001,ADV01,PL04,Eats,7193,675,180,474.3
2025-02-03,KFC_20241101_20250228_001,ADV01,PL01,Eats,6965,350,39,364.84
2025-02-03,KFC_20241101_20250228_001,ADV01,PL02,Eats,6428,334,73,428.59
2025-02-03,KFC_20241101_20250228_001,ADV01,PL04,Eats,4438,432,103,380.4
2025-02-04,KFC_20241101_20250228_001,ADV01,PL01,Eats,7216,246,27,378.0
2025-02-04,KFC_20241101_20250228_001,ADV01,PL02,Eats,6371,331,73,424.77
2025-02-04,KFC_20241101_20250228_001,ADV01,PL04,Eats,4792,406,110,410.83
2025-02-05,KFC_20241101_20250228_001,ADV01,PL01,Eats,7717,331,30,404.26
2025-02-05,KFC_20241101_20250228_001,ADV01,PL02,Eats,5653,407,97,376.91
2025-02-05,KFC_20241101_20250228_001,ADV01,PL04,Eats,4676,356,106,400.83
2025-02-06,KFC_20241101_20250228_001,ADV01,PL01,Eats,7736,263,24,405.26
2025-02-06,KFC_20241101_20250228_001,ADV01,PL02,Eats,6654,445,66,443.66
2025-02-06,KFC_20241101_20250228_001,ADV01,PL04,Eats,4455,333,101,381.91
2025-02-07,KFC_20241101_20250228_001,ADV01,PL01,Eats,6808,240,30,356.63
2025-02-07,KFC_20241101_20250228_001,ADV01,PL02,Eats,5647,377,64,376.48
2025-02-07,KFC_20241101_20250228_001,ADV01,PL04,Eats,4276,322,100,366.6
2025-02-08,KFC_20241101_20250228_001,ADV01,PL01,Eats,11444,707,75,461.13
2025-02-08,KFC_20241101_20250228_001,ADV01,PL02,Eats,8534,616,108,437.68
2025-02-08,KFC_20241101_20250228_001,ADV01,PL04,Eats,7070,621,137,466.21
2025-02-09,KFC_20241101_20250228_001,ADV01,PL01,Eats,9434,417,39,380.15
2025-02-09,KFC_20241101_20250228_001,ADV01,PL02,Eats,8327,660,154,427.05
2025-02-09,KFC_20241101_20250228_001,ADV01,PL04,Eats,6921,707,174,456.35
2025-02-10,KFC_20241101_20250228_001,ADV01,PL01,Eats,7667,333,32,401.63
2025-02-10,KFC_20241101_20250228_001,ADV01,PL02,Eats,6482,393,79,432.19
2025-02-10,KFC_20241101_20250228_001,ADV01,PL04,Eats,4767,367,125,408.68
2025-02-11,KFC_20241101_20250228_001,ADV01,PL01,Eats,8583,308,40,449.62
2025-02-11,KFC_20241101_20250228_001,ADV01,PL02,Eats,6226,454,102,415.1
2025-02-11,KFC_20241101_20250228_001,ADV01,PL04,Eats,4752,322,79,407.32
